"F1: 0.50000","Precision: 0.50000","Recall: 0.50000"
"Col","Row","Value","Submitted URI","Correct URI's"
"2","4","United States","http://dbpedia.org/resource/United_States_Military_Academy","http://dbpedia.org/resource/American_United_States http://dbpedia.org/resource/Vereinigte_Staaten http://dbpedia.org/resource/The_USA http://dbpedia.org/resource/Unitd_states http://dbpedia.org/resource/United_States_(U.S.A.) http://dbpedia.org/resource/Amerka http://dbpedia.org/resource/Amarica http://dbpedia.org/resource/Americophile http://dbpedia.org/resource/EEUU http://dbpedia.org/resource/United_States_of_America_(U.S.A.) http://dbpedia.org/resource/The_United_States http://dbpedia.org/resource/America_(United_States_of) http://dbpedia.org/resource/U.s. http://dbpedia.org/resource/United_State_of_America http://dbpedia.org/resource/US_America http://dbpedia.org/resource/The_US_of_America http://dbpedia.org/resource/U_S http://dbpedia.org/resource/U._S._A. http://dbpedia.org/resource/U.S._OF_A http://dbpedia.org/resource/(US) http://dbpedia.org/resource/ISO_3166-1:US http://dbpedia.org/resource/United_States_of_America_(redirect) http://dbpedia.org/resource/United+States+of+America http://dbpedia.org/resource/U.S.A.) http://dbpedia.org/resource/EE._UU. http://dbpedia.org/resource/United_States/Introduction http://dbpedia.org/resource/Unite_states_of_america http://dbpedia.org/resource/Nagkaisang_mga_Estado http://dbpedia.org/resource/U._S._of_A. http://dbpedia.org/resource/Untied_States http://dbpedia.org/resource/United_States_of_America/OldPage http://dbpedia.org/resource/U.S._of_A. http://dbpedia.org/resource/UNITED_STATES http://dbpedia.org/resource/The_US_of_A http://dbpedia.org/resource/U.S._of_A http://dbpedia.org/resource/Estados_Unidos_de_América http://dbpedia.org/resource/The_US_of_america http://dbpedia.org/resource/Stati_Uniti_d'America http://dbpedia.org/resource/The_US http://dbpedia.org/resource/U.S. http://dbpedia.org/resource/VS_Amerika http://dbpedia.org/resource/États-Unis_d'Amérique http://dbpedia.org/resource/US_(country) http://dbpedia.org/resource/U_S_A http://dbpedia.org/resource/United_Stated http://dbpedia.org/resource/United_States http://dbpedia.org/resource/U.S http://dbpedia.org/resource/U.s.a. http://dbpedia.org/resource/U.S.American http://dbpedia.org/resource/Amiercan http://dbpedia.org/resource/Unites_States http://dbpedia.org/resource/America_(United_States) http://dbpedia.org/resource/United_states_of_America http://dbpedia.org/resource/The_United_States_Of_America http://dbpedia.org/resource/The_U._States_of_America http://dbpedia.org/resource/United_States_of_American http://dbpedia.org/resource/United_States_(US) http://dbpedia.org/resource/(USA) http://dbpedia.org/resource/America_(US) http://dbpedia.org/resource/America,_United_States_of http://dbpedia.org/resource/Etymology_of_the_United_States http://dbpedia.org/resource/U.S.A http://dbpedia.org/resource/The_Us http://dbpedia.org/resource/The_U.S. http://dbpedia.org/resource/USoA http://dbpedia.org/resource/American_occupation_of_the_United_States http://dbpedia.org/resource/United_States_(U.S.) http://dbpedia.org/resource/Americia http://dbpedia.org/resource/Us_of_a http://dbpedia.org/resource/UNITED_STATES_OF_AMERICA http://dbpedia.org/resource/EE_UU http://dbpedia.org/resource/Los_Estados_Unidos_de_América http://dbpedia.org/resource/Usa http://dbpedia.org/resource/U.S._America http://dbpedia.org/resource/Unitesd_states http://dbpedia.org/resource/The_United_States_of_America. http://dbpedia.org/resource/The_united_states_of_america http://dbpedia.org/resource/United_States_of_America/Introduction http://dbpedia.org/resource/United_States_America http://dbpedia.org/resource/Federal_United_States http://dbpedia.org/resource/The_Usa http://dbpedia.org/resource/United_states http://dbpedia.org/resource/Amurika http://dbpedia.org/resource/Estatos_Unitos http://dbpedia.org/resource/THE_UNITED_STATES_OF_AMERICA http://dbpedia.org/resource/Amurica http://dbpedia.org/resource/Untied_States_of_America http://dbpedia.org/resource/Etats-Unis http://dbpedia.org/resource/'merica http://dbpedia.org/resource/V.S._Amerika http://dbpedia.org/resource/United_states_of_america http://dbpedia.org/resource/Americaland http://dbpedia.org/resource/Etats-Unis_d'Amerique http://dbpedia.org/resource/United_States_Of_America http://dbpedia.org/resource/United_States_of_America http://dbpedia.org/resource/United_state_of_america http://dbpedia.org/resource/USA http://dbpedia.org/resource/United_Sates http://dbpedia.org/resource/Los_Estados_Unidos http://dbpedia.org/resource/America_(USA) http://dbpedia.org/resource/Unietd_States http://dbpedia.org/resource/United_Staets_of_America http://dbpedia.org/resource/USofA http://dbpedia.org/resource/Estaos_Unios http://dbpedia.org/resource/United_States_Of_Amerca http://dbpedia.org/resource/UNited_States http://dbpedia.org/resource/Nited_States http://dbpedia.org/resource/These_United_States_of_America http://dbpedia.org/resource/UnitedStates http://dbpedia.org/resource/U.S.A. http://dbpedia.org/resource/US_of_america http://dbpedia.org/resource/US_of_America http://dbpedia.org/resource/The_United_States_of_America http://dbpedia.org/resource/V.S._America http://dbpedia.org/resource/U.S._of_America http://dbpedia.org/resource/U.S._A http://dbpedia.org/resource/United-States http://dbpedia.org/resource/America http://dbpedia.org/resource/US_and_A http://dbpedia.org/resource/United+States http://dbpedia.org/resource/United_States_(of_America) http://dbpedia.org/resource/United_States_of_America. http://dbpedia.org/resource/Amercia http://dbpedia.org/resource/Unite_States http://dbpedia.org/resource/Estaos_Uníos http://dbpedia.org/resource/Estados_unidos http://dbpedia.org/resource/United_States_(country) http://dbpedia.org/resource/United_sates http://dbpedia.org/resource/U,S, http://dbpedia.org/resource/Estados_Unidos_de_America http://dbpedia.org/resource/States_of_America http://dbpedia.org/resource/America_(country) http://dbpedia.org/resource/États-Unis http://dbpedia.org/resource/EE.UU. http://dbpedia.org/resource/US_of_A http://dbpedia.org/resource/THE_AMERICAN_UNITED_STATES http://dbpedia.org/resource/Name_of_the_United_States http://dbpedia.org/resource/U._S. http://dbpedia.org/resource/US http://dbpedia.org/resource/United_States_of_America_(USA) http://dbpedia.org/resource/VS_America http://dbpedia.org/resource/'murica http://dbpedia.org/resource/The_Unites_States_of_America http://dbpedia.org/resource/Estados_Unidos"
"2","6","German Empire","http://dbpedia.org/resource/Austria-Hungary","http://dbpedia.org/resource/Zweites_Reich http://dbpedia.org/resource/Kaiser_Germany http://dbpedia.org/resource/Empress_of_Germany http://dbpedia.org/resource/German_Empress http://dbpedia.org/resource/Imperial_Germany http://dbpedia.org/resource/Second_reich http://dbpedia.org/resource/Second_German_Reich http://dbpedia.org/resource/German_Emprire http://dbpedia.org/resource/Unified_Germany http://dbpedia.org/resource/Deutsches_Kaiserreich http://dbpedia.org/resource/Second_German_Empire http://dbpedia.org/resource/Second_Reich http://dbpedia.org/resource/United_Germany http://dbpedia.org/resource/German_Second_Reich http://dbpedia.org/resource/II_Reich http://dbpedia.org/resource/German_Empire http://dbpedia.org/resource/German_empire http://dbpedia.org/resource/The_German_empire http://dbpedia.org/resource/The_German_Empire http://dbpedia.org/resource/2nd_Reich http://dbpedia.org/resource/Wilhelminian_Germany http://dbpedia.org/resource/Empire_of_Germany"
"2","8","Netherlands","http://dbpedia.org/resource/Erp,_Netherlands","http://dbpedia.org/resource/Mainland_Netherlands http://dbpedia.org/resource/Olanda http://dbpedia.org/resource/Climate_of_the_Netherlands http://dbpedia.org/resource/Netherland http://dbpedia.org/resource/The_netherlands http://dbpedia.org/resource/Netherlands_(European_territory) http://dbpedia.org/resource/ISO_3166-1:NL http://dbpedia.org/resource/Netherlands/HistoryTalk http://dbpedia.org/resource/Nehterlands http://dbpedia.org/resource/Netherlands,_(Dut/Hol) http://dbpedia.org/resource/The_Netherlands http://dbpedia.org/resource/Administrative_divisions_of_the_Netherlands http://dbpedia.org/resource/Capitals_of_Holland http://dbpedia.org/resource/Holland_(country) http://dbpedia.org/resource/Dutch_inhabitants http://dbpedia.org/resource/Netherlands http://dbpedia.org/resource/Metropolitan_Netherlands http://dbpedia.org/resource/Administrative_divisions_of_the_netherlands http://dbpedia.org/resource/NETHERLANDS http://dbpedia.org/resource/Northern_Netherlands http://dbpedia.org/resource/Pays-Bas http://dbpedia.org/resource/Subdivisions_of_the_Netherlands http://dbpedia.org/resource/Netherlands,_The http://dbpedia.org/resource/Nyderlandai http://dbpedia.org/resource/Neatherlands http://dbpedia.org/resource/The_netherland http://dbpedia.org/resource/The_Netheralands http://dbpedia.org/resource/Nederlandia"
"2","11","Scotland","http://dbpedia.org/resource/Glasgow","http://dbpedia.org/resource/United_Kingdom:_Scotland http://dbpedia.org/resource/SCOTLAND http://dbpedia.org/resource/Maps_of_scotland http://dbpedia.org/resource/H-Alba http://dbpedia.org/resource/North_of_Great_Britain http://dbpedia.org/resource/North_Great_Britain http://dbpedia.org/resource/Scotlander http://dbpedia.org/resource/Scottland http://dbpedia.org/resource/Scotland http://dbpedia.org/resource/Auld_Country http://dbpedia.org/resource/Northern_Great_Britain http://dbpedia.org/resource/Communications_in_Scotland http://dbpedia.org/resource/Scotlanders http://dbpedia.org/resource/Scotia_minor http://dbpedia.org/resource/East_coast_of_Scotland http://dbpedia.org/resource/Scot_Land http://dbpedia.org/resource/Scottish_Nation http://dbpedia.org/resource/Scotland's http://dbpedia.org/resource/The_Scottish_Nation http://dbpedia.org/resource/Scottish_nation http://dbpedia.org/resource/Scotchland http://dbpedia.org/resource/Scotland,_UK http://dbpedia.org/resource/Autonomous_Province_of_Scotland"
"2","13","Virginia","http://dbpedia.org/resource/Richmond,_Virginia","http://dbpedia.org/resource/State_of_Virginia http://dbpedia.org/resource/Sports_in_Virginia http://dbpedia.org/resource/Virginia,_USA http://dbpedia.org/resource/Tenth_State http://dbpedia.org/resource/Virginian_Commonwealth http://dbpedia.org/resource/The_Commonwealth_of_Virginia http://dbpedia.org/resource/Virginia_(U.S._state) http://dbpedia.org/resource/Rest_of_Virginia http://dbpedia.org/resource/Virginia,_United_States http://dbpedia.org/resource/Virginia_(USA_State) http://dbpedia.org/resource/Religion_in_Virginia http://dbpedia.org/resource/Virginia_(state) http://dbpedia.org/resource/VA_(state) http://dbpedia.org/resource/Virginia http://dbpedia.org/resource/Virginia_(State) http://dbpedia.org/resource/Virgina http://dbpedia.org/resource/10th_State http://dbpedia.org/resource/East_Virginia_(disambiguation) http://dbpedia.org/resource/US-VA http://dbpedia.org/resource/VA,_USA http://dbpedia.org/resource/The_Old_Dominion http://dbpedia.org/resource/Council_of_Virginia http://dbpedia.org/resource/Virginia_(USA_state) http://dbpedia.org/resource/Eastern_Virginia http://dbpedia.org/resource/Commonwealth_of_VA http://dbpedia.org/resource/Virgiinia http://dbpedia.org/resource/Viginia http://dbpedia.org/resource/Commonwealth_of_Virginia http://dbpedia.org/resource/The_Mother_of_Presidents http://dbpedia.org/resource/Mother_of_Presidents"
"2","15","England","http://dbpedia.org/resource/Birmingham","http://dbpedia.org/resource/Ængla_land http://dbpedia.org/resource/England,_United_Kingdom http://dbpedia.org/resource/Engelond http://dbpedia.org/resource/Ingland http://dbpedia.org/resource/Engla_land http://dbpedia.org/resource/Anglica http://dbpedia.org/resource/Auld_enemy http://dbpedia.org/resource/Languages_of_England http://dbpedia.org/resource/Lloegr http://dbpedia.org/resource/Etymology_of_England http://dbpedia.org/resource/England's http://dbpedia.org/resource/Land_of_the_Angles http://dbpedia.org/resource/The_land_of_the_Angles http://dbpedia.org/resource/Ænglaland http://dbpedia.org/resource/UK,_(England) http://dbpedia.org/resource/History_of_sport_in_England http://dbpedia.org/resource/Aenglaland http://dbpedia.org/resource/England_(country) http://dbpedia.org/resource/England http://dbpedia.org/resource/Englaland http://dbpedia.org/resource/Englnad http://dbpedia.org/resource/Aengland http://dbpedia.org/resource/England,_U.K. http://dbpedia.org/resource/Englistan http://dbpedia.org/resource/Ængland http://dbpedia.org/resource/Life_in_England http://dbpedia.org/resource/ENGLAND http://dbpedia.org/resource/English_Nation http://dbpedia.org/resource/Pow_Sows http://dbpedia.org/resource/Engla_rice http://dbpedia.org/resource/Sasana http://dbpedia.org/resource/Sasainn http://dbpedia.org/resource/Name_of_England http://dbpedia.org/resource/England,_UK"
"2","17","Texas","http://dbpedia.org/resource/Lubbock,_Texas","http://dbpedia.org/resource/Texas_(state) http://dbpedia.org/resource/Religion_in_Texas http://dbpedia.org/resource/Everything_is_bigger_in_Texas http://dbpedia.org/resource/TX_(state) http://dbpedia.org/resource/Texas_(U.S._state) http://dbpedia.org/resource/Texos http://dbpedia.org/resource/The_State_of_Texas http://dbpedia.org/resource/Lone_Star_State http://dbpedia.org/resource/US-TX http://dbpedia.org/resource/Texas_(State) http://dbpedia.org/resource/Texas-sized http://dbpedia.org/resource/Texas_(U.S._State) http://dbpedia.org/resource/Texas,_USA http://dbpedia.org/resource/State_of_Texas http://dbpedia.org/resource/Texas http://dbpedia.org/resource/The_Lone_Star_State http://dbpedia.org/resource/Texas,_United_States http://dbpedia.org/resource/Texass http://dbpedia.org/resource/Christianity_in_Texas"
"2","18","Australia","http://dbpedia.org/resource/Perth","http://dbpedia.org/resource/Federal_Australia http://dbpedia.org/resource/Straya http://dbpedia.org/resource/Australia_(country) http://dbpedia.org/resource/Australia_(nation_state) http://dbpedia.org/resource/Australia http://dbpedia.org/resource/New_Australian http://dbpedia.org/resource/Asutralia http://dbpedia.org/resource/Australian_city_life http://dbpedia.org/resource/Australia_(monarchy) http://dbpedia.org/resource/Orstraya http://dbpedia.org/resource/Ostralia http://dbpedia.org/resource/Australia_(Commonwealth) http://dbpedia.org/resource/Etymology_of_Australia http://dbpedia.org/resource/Australia_(empire) http://dbpedia.org/resource/Austraya http://dbpedia.org/resource/AUSTRALIA http://dbpedia.org/resource/Australia_(nation) http://dbpedia.org/resource/Australia_(commonwealth) http://dbpedia.org/resource/Australia_(federation) http://dbpedia.org/resource/Australo http://dbpedia.org/resource/Australai http://dbpedia.org/resource/Australiia http://dbpedia.org/resource/Commonwealth_of_Australia http://dbpedia.org/resource/Science_in_Australia http://dbpedia.org/resource/Australia_(Commonwealth_realm) http://dbpedia.org/resource/AustraliA http://dbpedia.org/resource/Australia_(constitutional_monarchy) http://dbpedia.org/resource/Australias http://dbpedia.org/resource/Australia_(realm) http://dbpedia.org/resource/Austraila http://dbpedia.org/resource/Australia_(commonwealth_realm) http://dbpedia.org/resource/Austrailia http://dbpedia.org/resource/City_life_in_Australia http://dbpedia.org/resource/Australo- http://dbpedia.org/resource/Australia's http://dbpedia.org/resource/Australian_country_life http://dbpedia.org/resource/Australian's http://dbpedia.org/resource/Aussieland http://dbpedia.org/resource/Australie http://dbpedia.org/resource/Country_life_in_Australia http://dbpedia.org/resource/Austrlia http://dbpedia.org/resource/Australian_Commonwealth http://dbpedia.org/resource/Geopolitics_of_Australia http://dbpedia.org/resource/Australia_(dominion) http://dbpedia.org/resource/Australia_(state) http://dbpedia.org/resource/AUSTRALIAN http://dbpedia.org/resource/Ausrtalia http://dbpedia.org/resource/Austrlaia http://dbpedia.org/resource/Australia_(nation-state) http://dbpedia.org/resource/Australian_geopolitics http://dbpedia.org/resource/ISO_3166-1:AU http://dbpedia.org/resource/Australia. http://dbpedia.org/resource/Commonwealth_of_australia http://dbpedia.org/resource/Australlia http://dbpedia.org/resource/Peace_of_Australia http://dbpedia.org/resource/Austalia http://dbpedia.org/resource/Empire_of_Australia http://dbpedia.org/resource/The_Commonwealth_of_Australia http://dbpedia.org/resource/Pax_Australiana http://dbpedia.org/resource/Dominion_of_Australia http://dbpedia.org/resource/Technology_in_Australia http://dbpedia.org/resource/Commonwealth_Australia"
"2","19","United States","http://dbpedia.org/resource/United_States_Military_Academy","http://dbpedia.org/resource/American_United_States http://dbpedia.org/resource/Vereinigte_Staaten http://dbpedia.org/resource/The_USA http://dbpedia.org/resource/Unitd_states http://dbpedia.org/resource/United_States_(U.S.A.) http://dbpedia.org/resource/Amerka http://dbpedia.org/resource/Amarica http://dbpedia.org/resource/Americophile http://dbpedia.org/resource/EEUU http://dbpedia.org/resource/United_States_of_America_(U.S.A.) http://dbpedia.org/resource/The_United_States http://dbpedia.org/resource/America_(United_States_of) http://dbpedia.org/resource/U.s. http://dbpedia.org/resource/United_State_of_America http://dbpedia.org/resource/US_America http://dbpedia.org/resource/The_US_of_America http://dbpedia.org/resource/U_S http://dbpedia.org/resource/U._S._A. http://dbpedia.org/resource/U.S._OF_A http://dbpedia.org/resource/(US) http://dbpedia.org/resource/ISO_3166-1:US http://dbpedia.org/resource/United_States_of_America_(redirect) http://dbpedia.org/resource/United+States+of+America http://dbpedia.org/resource/U.S.A.) http://dbpedia.org/resource/EE._UU. http://dbpedia.org/resource/United_States/Introduction http://dbpedia.org/resource/Unite_states_of_america http://dbpedia.org/resource/Nagkaisang_mga_Estado http://dbpedia.org/resource/U._S._of_A. http://dbpedia.org/resource/Untied_States http://dbpedia.org/resource/United_States_of_America/OldPage http://dbpedia.org/resource/U.S._of_A. http://dbpedia.org/resource/UNITED_STATES http://dbpedia.org/resource/The_US_of_A http://dbpedia.org/resource/U.S._of_A http://dbpedia.org/resource/Estados_Unidos_de_América http://dbpedia.org/resource/The_US_of_america http://dbpedia.org/resource/Stati_Uniti_d'America http://dbpedia.org/resource/The_US http://dbpedia.org/resource/U.S. http://dbpedia.org/resource/VS_Amerika http://dbpedia.org/resource/États-Unis_d'Amérique http://dbpedia.org/resource/US_(country) http://dbpedia.org/resource/U_S_A http://dbpedia.org/resource/United_Stated http://dbpedia.org/resource/United_States http://dbpedia.org/resource/U.S http://dbpedia.org/resource/U.s.a. http://dbpedia.org/resource/U.S.American http://dbpedia.org/resource/Amiercan http://dbpedia.org/resource/Unites_States http://dbpedia.org/resource/America_(United_States) http://dbpedia.org/resource/United_states_of_America http://dbpedia.org/resource/The_United_States_Of_America http://dbpedia.org/resource/The_U._States_of_America http://dbpedia.org/resource/United_States_of_American http://dbpedia.org/resource/United_States_(US) http://dbpedia.org/resource/(USA) http://dbpedia.org/resource/America_(US) http://dbpedia.org/resource/America,_United_States_of http://dbpedia.org/resource/Etymology_of_the_United_States http://dbpedia.org/resource/U.S.A http://dbpedia.org/resource/The_Us http://dbpedia.org/resource/The_U.S. http://dbpedia.org/resource/USoA http://dbpedia.org/resource/American_occupation_of_the_United_States http://dbpedia.org/resource/United_States_(U.S.) http://dbpedia.org/resource/Americia http://dbpedia.org/resource/Us_of_a http://dbpedia.org/resource/UNITED_STATES_OF_AMERICA http://dbpedia.org/resource/EE_UU http://dbpedia.org/resource/Los_Estados_Unidos_de_América http://dbpedia.org/resource/Usa http://dbpedia.org/resource/U.S._America http://dbpedia.org/resource/Unitesd_states http://dbpedia.org/resource/The_United_States_of_America. http://dbpedia.org/resource/The_united_states_of_america http://dbpedia.org/resource/United_States_of_America/Introduction http://dbpedia.org/resource/United_States_America http://dbpedia.org/resource/Federal_United_States http://dbpedia.org/resource/The_Usa http://dbpedia.org/resource/United_states http://dbpedia.org/resource/Amurika http://dbpedia.org/resource/Estatos_Unitos http://dbpedia.org/resource/THE_UNITED_STATES_OF_AMERICA http://dbpedia.org/resource/Amurica http://dbpedia.org/resource/Untied_States_of_America http://dbpedia.org/resource/Etats-Unis http://dbpedia.org/resource/'merica http://dbpedia.org/resource/V.S._Amerika http://dbpedia.org/resource/United_states_of_america http://dbpedia.org/resource/Americaland http://dbpedia.org/resource/Etats-Unis_d'Amerique http://dbpedia.org/resource/United_States_Of_America http://dbpedia.org/resource/United_States_of_America http://dbpedia.org/resource/United_state_of_america http://dbpedia.org/resource/USA http://dbpedia.org/resource/United_Sates http://dbpedia.org/resource/Los_Estados_Unidos http://dbpedia.org/resource/America_(USA) http://dbpedia.org/resource/Unietd_States http://dbpedia.org/resource/United_Staets_of_America http://dbpedia.org/resource/USofA http://dbpedia.org/resource/Estaos_Unios http://dbpedia.org/resource/United_States_Of_Amerca http://dbpedia.org/resource/UNited_States http://dbpedia.org/resource/Nited_States http://dbpedia.org/resource/These_United_States_of_America http://dbpedia.org/resource/UnitedStates http://dbpedia.org/resource/U.S.A. http://dbpedia.org/resource/US_of_america http://dbpedia.org/resource/US_of_America http://dbpedia.org/resource/The_United_States_of_America http://dbpedia.org/resource/V.S._America http://dbpedia.org/resource/U.S._of_America http://dbpedia.org/resource/U.S._A http://dbpedia.org/resource/United-States http://dbpedia.org/resource/America http://dbpedia.org/resource/US_and_A http://dbpedia.org/resource/United+States http://dbpedia.org/resource/United_States_(of_America) http://dbpedia.org/resource/United_States_of_America. http://dbpedia.org/resource/Amercia http://dbpedia.org/resource/Unite_States http://dbpedia.org/resource/Estaos_Uníos http://dbpedia.org/resource/Estados_unidos http://dbpedia.org/resource/United_States_(country) http://dbpedia.org/resource/United_sates http://dbpedia.org/resource/U,S, http://dbpedia.org/resource/Estados_Unidos_de_America http://dbpedia.org/resource/States_of_America http://dbpedia.org/resource/America_(country) http://dbpedia.org/resource/États-Unis http://dbpedia.org/resource/EE.UU. http://dbpedia.org/resource/US_of_A http://dbpedia.org/resource/THE_AMERICAN_UNITED_STATES http://dbpedia.org/resource/Name_of_the_United_States http://dbpedia.org/resource/U._S. http://dbpedia.org/resource/US http://dbpedia.org/resource/United_States_of_America_(USA) http://dbpedia.org/resource/VS_America http://dbpedia.org/resource/'murica http://dbpedia.org/resource/The_Unites_States_of_America http://dbpedia.org/resource/Estados_Unidos"
"2","20","United States","http://dbpedia.org/resource/United_States_Military_Academy","http://dbpedia.org/resource/American_United_States http://dbpedia.org/resource/Vereinigte_Staaten http://dbpedia.org/resource/The_USA http://dbpedia.org/resource/Unitd_states http://dbpedia.org/resource/United_States_(U.S.A.) http://dbpedia.org/resource/Amerka http://dbpedia.org/resource/Amarica http://dbpedia.org/resource/Americophile http://dbpedia.org/resource/EEUU http://dbpedia.org/resource/United_States_of_America_(U.S.A.) http://dbpedia.org/resource/The_United_States http://dbpedia.org/resource/America_(United_States_of) http://dbpedia.org/resource/U.s. http://dbpedia.org/resource/United_State_of_America http://dbpedia.org/resource/US_America http://dbpedia.org/resource/The_US_of_America http://dbpedia.org/resource/U_S http://dbpedia.org/resource/U._S._A. http://dbpedia.org/resource/U.S._OF_A http://dbpedia.org/resource/(US) http://dbpedia.org/resource/ISO_3166-1:US http://dbpedia.org/resource/United_States_of_America_(redirect) http://dbpedia.org/resource/United+States+of+America http://dbpedia.org/resource/U.S.A.) http://dbpedia.org/resource/EE._UU. http://dbpedia.org/resource/United_States/Introduction http://dbpedia.org/resource/Unite_states_of_america http://dbpedia.org/resource/Nagkaisang_mga_Estado http://dbpedia.org/resource/U._S._of_A. http://dbpedia.org/resource/Untied_States http://dbpedia.org/resource/United_States_of_America/OldPage http://dbpedia.org/resource/U.S._of_A. http://dbpedia.org/resource/UNITED_STATES http://dbpedia.org/resource/The_US_of_A http://dbpedia.org/resource/U.S._of_A http://dbpedia.org/resource/Estados_Unidos_de_América http://dbpedia.org/resource/The_US_of_america http://dbpedia.org/resource/Stati_Uniti_d'America http://dbpedia.org/resource/The_US http://dbpedia.org/resource/U.S. http://dbpedia.org/resource/VS_Amerika http://dbpedia.org/resource/États-Unis_d'Amérique http://dbpedia.org/resource/US_(country) http://dbpedia.org/resource/U_S_A http://dbpedia.org/resource/United_Stated http://dbpedia.org/resource/United_States http://dbpedia.org/resource/U.S http://dbpedia.org/resource/U.s.a. http://dbpedia.org/resource/U.S.American http://dbpedia.org/resource/Amiercan http://dbpedia.org/resource/Unites_States http://dbpedia.org/resource/America_(United_States) http://dbpedia.org/resource/United_states_of_America http://dbpedia.org/resource/The_United_States_Of_America http://dbpedia.org/resource/The_U._States_of_America http://dbpedia.org/resource/United_States_of_American http://dbpedia.org/resource/United_States_(US) http://dbpedia.org/resource/(USA) http://dbpedia.org/resource/America_(US) http://dbpedia.org/resource/America,_United_States_of http://dbpedia.org/resource/Etymology_of_the_United_States http://dbpedia.org/resource/U.S.A http://dbpedia.org/resource/The_Us http://dbpedia.org/resource/The_U.S. http://dbpedia.org/resource/USoA http://dbpedia.org/resource/American_occupation_of_the_United_States http://dbpedia.org/resource/United_States_(U.S.) http://dbpedia.org/resource/Americia http://dbpedia.org/resource/Us_of_a http://dbpedia.org/resource/UNITED_STATES_OF_AMERICA http://dbpedia.org/resource/EE_UU http://dbpedia.org/resource/Los_Estados_Unidos_de_América http://dbpedia.org/resource/Usa http://dbpedia.org/resource/U.S._America http://dbpedia.org/resource/Unitesd_states http://dbpedia.org/resource/The_United_States_of_America. http://dbpedia.org/resource/The_united_states_of_america http://dbpedia.org/resource/United_States_of_America/Introduction http://dbpedia.org/resource/United_States_America http://dbpedia.org/resource/Federal_United_States http://dbpedia.org/resource/The_Usa http://dbpedia.org/resource/United_states http://dbpedia.org/resource/Amurika http://dbpedia.org/resource/Estatos_Unitos http://dbpedia.org/resource/THE_UNITED_STATES_OF_AMERICA http://dbpedia.org/resource/Amurica http://dbpedia.org/resource/Untied_States_of_America http://dbpedia.org/resource/Etats-Unis http://dbpedia.org/resource/'merica http://dbpedia.org/resource/V.S._Amerika http://dbpedia.org/resource/United_states_of_america http://dbpedia.org/resource/Americaland http://dbpedia.org/resource/Etats-Unis_d'Amerique http://dbpedia.org/resource/United_States_Of_America http://dbpedia.org/resource/United_States_of_America http://dbpedia.org/resource/United_state_of_america http://dbpedia.org/resource/USA http://dbpedia.org/resource/United_Sates http://dbpedia.org/resource/Los_Estados_Unidos http://dbpedia.org/resource/America_(USA) http://dbpedia.org/resource/Unietd_States http://dbpedia.org/resource/United_Staets_of_America http://dbpedia.org/resource/USofA http://dbpedia.org/resource/Estaos_Unios http://dbpedia.org/resource/United_States_Of_Amerca http://dbpedia.org/resource/UNited_States http://dbpedia.org/resource/Nited_States http://dbpedia.org/resource/These_United_States_of_America http://dbpedia.org/resource/UnitedStates http://dbpedia.org/resource/U.S.A. http://dbpedia.org/resource/US_of_america http://dbpedia.org/resource/US_of_America http://dbpedia.org/resource/The_United_States_of_America http://dbpedia.org/resource/V.S._America http://dbpedia.org/resource/U.S._of_America http://dbpedia.org/resource/U.S._A http://dbpedia.org/resource/United-States http://dbpedia.org/resource/America http://dbpedia.org/resource/US_and_A http://dbpedia.org/resource/United+States http://dbpedia.org/resource/United_States_(of_America) http://dbpedia.org/resource/United_States_of_America. http://dbpedia.org/resource/Amercia http://dbpedia.org/resource/Unite_States http://dbpedia.org/resource/Estaos_Uníos http://dbpedia.org/resource/Estados_unidos http://dbpedia.org/resource/United_States_(country) http://dbpedia.org/resource/United_sates http://dbpedia.org/resource/U,S, http://dbpedia.org/resource/Estados_Unidos_de_America http://dbpedia.org/resource/States_of_America http://dbpedia.org/resource/America_(country) http://dbpedia.org/resource/États-Unis http://dbpedia.org/resource/EE.UU. http://dbpedia.org/resource/US_of_A http://dbpedia.org/resource/THE_AMERICAN_UNITED_STATES http://dbpedia.org/resource/Name_of_the_United_States http://dbpedia.org/resource/U._S. http://dbpedia.org/resource/US http://dbpedia.org/resource/United_States_of_America_(USA) http://dbpedia.org/resource/VS_America http://dbpedia.org/resource/'murica http://dbpedia.org/resource/The_Unites_States_of_America http://dbpedia.org/resource/Estados_Unidos"
